// Start Time: 0
// Sample rate: 100.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
0446,00F0,0697,0069,0392,FFFFFFA9,FFFFFF4E,00CE,FFFFFFBA 
0447,00F4,06B3,009A,035E,FFFFFFB3,FFFFFF56,00D2,FFFFFFB8 
0440,00E9,06C2,00AE,0333,FFFFFFB8,FFFFFF55,00CD,FFFFFFAD 
042F,00DC,06CA,00B3,031F,FFFFFFBD,FFFFFF54,00CA,FFFFFFAE 
041D,00D8,06D2,00AA,0310,FFFFFFC2,FFFFFF57,00D5,FFFFFFAB 
0412,00D4,06DB,0096,0300,FFFFFFC6,FFFFFF50,00CC,FFFFFFAE 
0408,00D6,06E4,0075,02F4,FFFFFFC9,FFFFFF49,00D9,FFFFFFA7 
0400,00DC,06F3,005C,02E3,FFFFFFC5,FFFFFF4F,00D9,FFFFFFA7 
03FA,00EA,0709,0046,02D2,FFFFFFC5,FFFFFF4E,00CA,FFFFFFAE 
03F4,00EF,071B,0028,02AF,FFFFFFC2,FFFFFF49,00D9,FFFFFFA5 
03E3,00F3,0725,0002,0281,FFFFFFC2,FFFFFF51,00DF,FFFFFFAF 
03D3,00F8,0721,FFFFFFDD,0251,FFFFFFC9,FFFFFF51,00E1,FFFFFF9B 
03C4,00F6,0717,FFFFFFC2,021C,FFFFFFCF,FFFFFF4E,00E2,FFFFFFA8 
03B8,00F4,0709,FFFFFFAC,01FF,FFFFFFD4,FFFFFF4B,00DB,FFFFFFA3 
03AE,00F0,06FE,FFFFFFA8,01F2,FFFFFFD4,FFFFFF49,00DD,FFFFFFA5 
03B0,00EA,06F7,FFFFFFA9,01F1,FFFFFFD4,FFFFFF4F,00DB,FFFFFF9F 
03A9,00E1,0701,FFFFFFAF,01F3,FFFFFFD4,FFFFFF4D,00E3,FFFFFFA1 
039B,00E3,0713,FFFFFFAA,01EF,FFFFFFD9,FFFFFF55,00E5,FFFFFF9F 
0386,00E7,0727,FFFFFFA6,01D9,FFFFFFDF,FFFFFF58,00DA,FFFFFF9C 
0368,00E4,072D,FFFFFF95,01BB,FFFFFFE6,FFFFFF58,00DE,FFFFFFA2 
0354,00DA,0725,FFFFFF76,01A5,FFFFFFEE,FFFFFF52,00E0,FFFFFFA0 
0341,00CB,070B,FFFFFF56,01A0,FFFFFFF5,FFFFFF58,00E0,FFFFFFA6 
0336,00CE,06E9,FFFFFF38,01A4,FFFFFFFF,FFFFFF54,00E6,FFFFFF9E 
0335,00DF,06CC,FFFFFF31,01B4,FFFFFFFF,FFFFFF5C,00E8,FFFFFFA2 
0335,00FA,06BF,FFFFFF45,01E1,FFFFFFFC,FFFFFF55,00E3,FFFFFFA3 
0330,0110,06CF,FFFFFF71,0218,FFFFFFF9,FFFFFF4F,00E1,FFFFFFA1 
0326,0114,06ED,FFFFFFB1,0243,FFFFFFFB,FFFFFF57,00EB,FFFFFFA3 
032F,00FD,0729,FFFFFFF3,0259,0001,FFFFFF55,00E5,FFFFFF9D 
0322,00F0,074F,FFFFFFBC,02CA,002C,FFFFFF56,00E2,FFFFFF96 
0313,00DF,076B,FFFFFF5E,02F9,0052,FFFFFF5C,00E8,FFFFFF8E 
02FF,00DA,077A,FFFFFEDE,02E2,0074,FFFFFF55,00E9,FFFFFF8B 
02E2,00C2,076D,FFFFFEBD,02D8,0092,FFFFFF51,00ED,FFFFFF93 
02D5,00AB,0766,FFFFFED9,02F6,00A1,FFFFFF56,00EC,FFFFFF88 
02D1,00A0,0775,FFFFFEEF,030C,009E,FFFFFF58,00EE,FFFFFF88 
02BD,0096,0790,FFFFFEFC,0305,0090,FFFFFF4D,00E7,FFFFFF8B 
029B,0069,080A,FFFFFE68,0252,0092,FFFFFF55,00EF,FFFFFF8B 
0298,007E,07EA,FFFFFE04,017F,00B3,FFFFFF50,00E8,FFFFFF96 
02EB,00B8,07BE,FFFFFDF7,00E2,00AB,FFFFFF59,00E7,FFFFFF97 
02D9,0097,07A8,FFFFFE45,00AC,007C,FFFFFF54,00E4,FFFFFF98 
02C8,0099,079B,FFFFFE99,007B,0050,FFFFFF56,00EA,FFFFFF9E 
02C0,0091,0791,FFFFFEF0,005D,0031,FFFFFF55,00E9,FFFFFF9B 
02B4,0088,0786,FFFFFF48,004B,0016,FFFFFF56,00E0,FFFFFF9A 
02A5,0090,0776,FFFFFF87,003B,0008,FFFFFF56,00EA,FFFFFF98 
0298,009A,0769,FFFFFF84,0028,0011,FFFFFF5F,00E5,FFFFFF9D 
0292,009D,0760,FFFFFF44,000D,0031,FFFFFF54,00E6,FFFFFF9E 
0298,0083,0768,FFFFFEFB,FFFFFFF3,0053,FFFFFF57,00F1,FFFFFF9B 
02A9,0062,0772,FFFFFEF9,FFFFFFEF,0056,FFFFFF55,00E7,FFFFFFA7 
02C2,0055,076A,FFFFFF12,FFFFFFEF,0032,FFFFFF54,00E8,FFFFFFA6 
02C2,0053,0766,FFFFFF3A,FFFFFFFC,FFFFFFFB,FFFFFF59,00EB,FFFFFF99 
02B2,005B,0768,FFFFFF5C,FFFFFFFF,FFFFFFCF,FFFFFF5C,00F2,FFFFFFB0 
02BD,0071,075A,FFFFFF75,0002,FFFFFFBE,FFFFFF57,00ED,FFFFFF9F 
02C4,007B,0755,FFFFFF70,000B,FFFFFFC4,FFFFFF57,00EB,FFFFFFAB 
02D5,0067,074E,FFFFFF59,004E,FFFFFFDB,FFFFFF52,00E6,FFFFFFA4 
02E8,0055,074A,FFFFFF3D,00B2,FFFFFFEB,FFFFFF64,00EA,FFFFFFA2 
02E8,0050,0749,FFFFFF2C,00C4,FFFFFFFB,FFFFFF5E,00EA,FFFFFFA0 
02C7,005A,0757,FFFFFF38,00A3,0026,FFFFFF55,00E9,FFFFFFA5 
02AE,0054,074D,FFFFFF23,007B,005F,FFFFFF59,00EB,FFFFFFA3 
0278,0036,0772,FFFFFEE9,0050,0078,FFFFFF5D,00E1,FFFFFFA7 
0247,0045,077B,FFFFFEE6,0072,0092,FFFFFF57,00E5,FFFFFFAB 
0230,0055,0782,FFFFFEB5,006F,00A5,FFFFFF5A,00EE,FFFFFFA8 
0244,0049,077E,FFFFFE7F,0093,00A7,FFFFFF61,00ED,FFFFFFA9 
0261,0029,077C,FFFFFE63,00C8,0095,FFFFFF56,00E4,FFFFFFB4 
0269,000F,0771,FFFFFE4C,010B,007E,FFFFFF5C,00E8,FFFFFFB4 
0267,FFFFFFF8,076E,FFFFFE22,012A,0063,FFFFFF5C,00E6,FFFFFFAE 
026A,FFFFFFF6,0774,FFFFFDEA,0124,0052,FFFFFF61,00EB,FFFFFFAD 
0267,FFFFFFEA,077A,FFFFFDD9,011E,003D,FFFFFF61,00EF,FFFFFFA9 
026D,FFFFFFCE,077B,FFFFFDD9,0100,000E,FFFFFF60,00E6,FFFFFFB8 
0270,FFFFFFBB,077C,FFFFFDFD,0104,FFFFFFD8,FFFFFF67,00EF,FFFFFFB7 
0278,FFFFFFBF,076E,FFFFFE15,012D,FFFFFFB1,FFFFFF5F,00EB,FFFFFFB5 
0263,FFFFFFAF,076C,FFFFFE09,013F,FFFFFFA1,FFFFFF68,00EA,FFFFFFB6 
0263,FFFFFFA2,075E,FFFFFDEE,014A,FFFFFFB0,FFFFFF6C,00EC,FFFFFFB8 
0245,FFFFFFA8,077B,FFFFFDC6,0131,FFFFFFD8,FFFFFF61,00F5,FFFFFFAD 
021E,FFFFFFC0,079D,FFFFFE11,012A,000B,FFFFFF6C,00F2,FFFFFFBC 
020B,FFFFFFC9,079C,FFFFFE9F,00ED,0028,FFFFFF68,00F2,FFFFFFB0 
021B,FFFFFFCE,0792,FFFFFED4,00BB,0019,FFFFFF61,00ED,FFFFFFB5 
0237,FFFFFFC1,077B,FFFFFED9,00DD,000F,FFFFFF64,00F4,FFFFFFB4 
0251,FFFFFFA5,0764,FFFFFEA2,0125,0013,FFFFFF5F,00EB,FFFFFFC5 
0230,FFFFFFA4,0786,FFFFFE5E,012A,0019,FFFFFF5F,00EB,FFFFFFB5 
0219,FFFFFFA3,078F,FFFFFE73,0122,0050,FFFFFF62,00F0,FFFFFFB2 
0202,FFFFFF91,079B,FFFFFE9B,00FA,0084,FFFFFF67,00E1,FFFFFFB7 
01FA,FFFFFF8A,079B,FFFFFECF,00D1,00A2,FFFFFF5A,00F0,FFFFFFB4 
0206,FFFFFF7E,0796,FFFFFEED,00AA,00A1,FFFFFF61,00F5,FFFFFFB9 
0221,FFFFFF7E,0787,FFFFFEF6,00B9,0093,FFFFFF64,00EC,FFFFFFBE 
0235,FFFFFF70,077B,FFFFFEF2,0112,008D,FFFFFF63,00EB,FFFFFFB5 
0230,FFFFFF6D,077E,FFFFFEC9,0148,008C,FFFFFF65,00E9,FFFFFFB1 
0226,FFFFFF6D,077C,FFFFFEDD,019E,00B0,FFFFFF6E,00EC,FFFFFFB6 
01F6,FFFFFF52,0794,FFFFFEAF,0187,00CF,FFFFFF6C,00F2,FFFFFFA4 
01E2,FFFFFF49,0795,FFFFFED3,017D,00FB,FFFFFF63,00ED,FFFFFFB1 
01AE,FFFFFF38,07AA,FFFFFEF8,016C,0123,FFFFFF64,00EE,FFFFFFB4 
019F,FFFFFF3D,07AA,FFFFFF3D,0182,0133,FFFFFF60,00F2,FFFFFFAC 
018B,FFFFFF3F,07B7,FFFFFF77,0166,0116,FFFFFF5C,00E8,FFFFFFBA 
0181,FFFFFF3F,07B6,FFFFFFB6,0117,00D5,FFFFFF66,00F0,FFFFFFB0 
0186,FFFFFF3B,07B2,FFFFFFDE,008E,0092,FFFFFF6B,00E5,FFFFFFB9 
01B0,FFFFFF44,07A0,FFFFFFF5,0030,0063,FFFFFF5F,00ED,FFFFFFB3 
01D3,FFFFFF3E,0785,FFFFFFDA,0040,003E,FFFFFF63,00F1,FFFFFFB3 
01BC,FFFFFF46,0798,FFFFFFA5,0035,0020,FFFFFF56,00F0,FFFFFFB6 
01C1,FFFFFF41,0798,FFFFFF92,004D,000A,FFFFFF62,00F6,FFFFFFB2 
01AA,FFFFFF37,07A1,FFFFFF93,005D,FFFFFFFB,FFFFFF5D,00F7,FFFFFFAD 
01AE,FFFFFF31,07A1,FFFFFFA0,006E,FFFFFFF2,FFFFFF62,00EC,FFFFFFB8 
01AA,FFFFFF30,07A2,FFFFFFBD,007C,FFFFFFF4,FFFFFF6B,00ED,FFFFFFB1 
01A8,FFFFFF33,07A2,FFFFFFD6,0068,FFFFFFFD,FFFFFF60,00F2,FFFFFFB4 
01A1,FFFFFF34,07A5,FFFFFFE6,003C,FFFFFFFC,FFFFFF67,00ED,FFFFFFB3 
019F,FFFFFF38,07A6,FFFFFFFC,FFFFFFFD,FFFFFFF6,FFFFFF64,00F4,FFFFFFBA 
01A2,FFFFFF3C,07A9,000F,FFFFFFA8,FFFFFFF0,FFFFFF61,00F3,FFFFFFB3 
01AF,FFFFFF41,07AB,002F,FFFFFF50,FFFFFFE4,FFFFFF60,00EE,FFFFFFB2 
01B7,FFFFFF3D,07A6,0060,FFFFFEFC,FFFFFFD0,FFFFFF65,00ED,FFFFFFAD 
01C5,FFFFFF35,079C,0081,FFFFFED1,FFFFFFBA,FFFFFF5A,00F2,FFFFFFB4 
01D0,FFFFFF42,0795,0084,FFFFFECB,FFFFFFAB,FFFFFF66,00F0,FFFFFFAE 
01E4,FFFFFF5B,0793,0078,FFFFFEB9,FFFFFFA3,FFFFFF61,00E9,FFFFFFB3 
0201,FFFFFF5D,0791,007A,FFFFFE9F,FFFFFF9F,FFFFFF61,00EF,FFFFFFB7 
020E,FFFFFF5C,0799,00A6,FFFFFE8C,FFFFFFA8,FFFFFF61,00F1,FFFFFFB5 
0216,FFFFFF61,0799,00F5,FFFFFE5D,FFFFFFBA,FFFFFF61,00EF,FFFFFFB5 
0228,FFFFFF62,0790,0157,FFFFFE1C,FFFFFFD1,FFFFFF5C,00E8,FFFFFFAE 
0232,FFFFFF6F,077D,0196,FFFFFDE0,FFFFFFF4,FFFFFF5F,00F5,FFFFFFA7 
0221,FFFFFF80,0789,01B8,FFFFFDAF,0013,FFFFFF5D,00F1,FFFFFFA7 
01E8,FFFFFF47,07A3,01E0,FFFFFD7C,001C,FFFFFF64,00F0,FFFFFFAE 
0226,FFFFFF66,0793,01FE,FFFFFD12,FFFFFFF0,FFFFFF5C,00EA,FFFFFFAE 
01EC,FFFFFF20,07F7,01A7,FFFFFD27,FFFFFFD6,FFFFFF5E,00EA,FFFFFFB0 
0203,FFFFFF46,07F2,00AF,FFFFFD62,FFFFFFE0,FFFFFF5E,00EC,FFFFFFB6 
0224,FFFFFF68,07C2,FFFFFFD8,FFFFFD82,FFFFFFE0,FFFFFF5A,00E0,FFFFFFB8 
0244,FFFFFF65,07BB,FFFFFF62,FFFFFD8B,FFFFFFCC,FFFFFF64,00E8,FFFFFFB8 
0255,FFFFFF73,07A7,FFFFFEEB,FFFFFD91,FFFFFFC5,FFFFFF5D,00E1,FFFFFFBB 
025B,FFFFFF7F,079E,FFFFFEB4,FFFFFD8B,FFFFFFBC,FFFFFF65,00E3,FFFFFFB5 
025C,FFFFFF87,079C,FFFFFEC7,FFFFFD98,FFFFFFC5,FFFFFF60,00E8,FFFFFFBA 
0262,FFFFFF8F,0792,FFFFFEED,FFFFFDA1,FFFFFFE6,FFFFFF62,00E6,FFFFFFC0 
0293,FFFFFF7F,078C,FFFFFEEE,FFFFFD92,000F,FFFFFF5F,00E7,FFFFFFC3 
02DE,FFFFFF63,076B,FFFFFEE1,FFFFFD86,000E,FFFFFF5B,00E5,FFFFFFC1 
0300,FFFFFF50,077C,FFFFFED3,FFFFFD64,FFFFFFC1,FFFFFF63,00E3,FFFFFFC5 
0306,FFFFFF4F,0788,FFFFFEBE,FFFFFD4A,FFFFFF74,FFFFFF63,00DF,FFFFFFBF 
0308,FFFFFF4C,078E,FFFFFEA9,FFFFFD1B,FFFFFF30,FFFFFF65,00E1,FFFFFFC3 
0303,FFFFFF4D,077D,FFFFFEAB,FFFFFCFF,FFFFFF00,FFFFFF6E,00D8,FFFFFFCC 
02F9,FFFFFF57,075D,FFFFFEB6,FFFFFD00,FFFFFEEE,FFFFFF66,00DA,FFFFFFC4 
02F6,FFFFFF66,0733,FFFFFED6,FFFFFD1C,FFFFFEF5,FFFFFF68,00D4,FFFFFFCC 
02F9,FFFFFF6C,0719,FFFFFEF7,FFFFFD35,FFFFFF07,FFFFFF69,00D5,FFFFFFCB 
0300,FFFFFF66,071F,FFFFFF25,FFFFFD51,FFFFFF1E,FFFFFF65,00DD,FFFFFFC5 
030D,FFFFFF60,0734,FFFFFF5E,FFFFFD6F,FFFFFF3F,FFFFFF71,00D9,FFFFFFD1 
0316,FFFFFF60,0746,FFFFFF92,FFFFFD85,FFFFFF6B,FFFFFF6A,00D0,FFFFFFD4 
031F,FFFFFF66,073D,FFFFFFC3,FFFFFD9A,FFFFFF9F,FFFFFF67,00CF,FFFFFFD5 
032F,FFFFFF71,0720,FFFFFFF2,FFFFFD9F,FFFFFFD0,FFFFFF69,00DB,FFFFFFDB 
0345,FFFFFF72,0700,0022,FFFFFD9E,FFFFFFF2,FFFFFF67,00D1,FFFFFFD1 
0357,FFFFFF70,06EC,0052,FFFFFDB2,0006,FFFFFF6F,00D5,FFFFFFD7 
037B,FFFFFF69,06EB,007F,FFFFFDD0,000E,FFFFFF6A,00D2,FFFFFFDA 
03AC,FFFFFF4C,0714,00A0,FFFFFDD4,FFFFFFF4,FFFFFF6B,00D9,FFFFFFD7 
03C5,FFFFFF39,0746,0084,FFFFFDC1,FFFFFFCD,FFFFFF6A,00D6,FFFFFFD8 
03C8,FFFFFF40,075E,0044,FFFFFDA1,FFFFFFB3,FFFFFF6F,00CF,FFFFFFDB 
03C7,FFFFFF48,0752,FFFFFFFE,FFFFFD7B,FFFFFFAA,FFFFFF70,00CC,FFFFFFD8 
03C3,FFFFFF54,0723,FFFFFFC1,FFFFFD5F,FFFFFFAE,FFFFFF68,00D2,FFFFFFE2 
03BC,FFFFFF6A,06EB,FFFFFF92,FFFFFD5D,FFFFFFBC,FFFFFF65,00CB,FFFFFFE9 
03BD,FFFFFF78,06C2,FFFFFF92,FFFFFD69,FFFFFFC9,FFFFFF6A,00CE,FFFFFFE2 
03CA,FFFFFF7C,06B7,FFFFFFCA,FFFFFD7B,FFFFFFCF,FFFFFF6F,00D9,FFFFFFE7 
03DA,FFFFFF7B,06C4,FFFFFFFD,FFFFFD7A,FFFFFFCE,FFFFFF68,00D0,FFFFFFE6 
03EE,FFFFFF6F,06D0,FFFFFFFD,FFFFFD65,FFFFFFD2,FFFFFF69,00C7,FFFFFFED 
0403,FFFFFF69,06C3,FFFFFFDC,FFFFFD53,FFFFFFDB,FFFFFF6E,00CA,FFFFFFE8 
040A,FFFFFF70,0699,FFFFFFAD,FFFFFD65,FFFFFFE9,FFFFFF73,00C9,FFFFFFE9 
0413,FFFFFF80,0652,FFFFFFAB,FFFFFDA1,FFFFFFEE,FFFFFF6E,00C2,FFFFFFE6 
041A,FFFFFF81,062F,FFFFFFF9,FFFFFE03,FFFFFFDE,FFFFFF6F,00C1,FFFFFFEB 
041F,FFFFFF7B,0645,0085,FFFFFE6E,FFFFFFC2,FFFFFF6B,00C7,FFFFFFEF 
0437,FFFFFF6B,069B,00CA,FFFFFE97,FFFFFFAB,FFFFFF74,00C8,FFFFFFF4 
0446,FFFFFF61,06E5,00AA,FFFFFE7F,FFFFFFAB,FFFFFF6A,00C4,FFFFFFE6 
044C,FFFFFF59,0700,0017,FFFFFE2A,FFFFFFC6,FFFFFF6E,00C4,FFFFFFEC 
0444,FFFFFF77,06DE,FFFFFF91,FFFFFDF1,FFFFFFF6,FFFFFF6B,00C1,FFFFFFF3 
044D,FFFFFF99,06C0,FFFFFF40,FFFFFDB2,001B,FFFFFF74,00BE,FFFFFFEE 
0468,FFFFFFA7,0657,FFFFFF4B,FFFFFD56,0042,FFFFFF74,00BC,FFFFFFEE 
044B,FFFFFFA3,064A,FFFFFF41,FFFFFD42,006F,FFFFFF71,00C1,FFFFFFF5 
0477,FFFFFFA3,0627,FFFFFF7B,FFFFFD3A,0076,FFFFFF72,00BE,0002 
0490,FFFFFF7B,062C,FFFFFFA3,FFFFFD6E,006C,FFFFFF74,00B6,FFFFFFF6 
04AC,FFFFFF74,063B,FFFFFFE8,FFFFFDD2,0054,FFFFFF6E,00B8,FFFFFFF0 
04AD,FFFFFF6B,0665,0047,FFFFFE0E,0040,FFFFFF75,00B7,FFFFFFF7 
04AE,FFFFFF73,0670,0081,FFFFFE0E,003A,FFFFFF72,00C0,FFFFFFF6 
04B1,FFFFFF49,0683,008F,FFFFFDFD,003A,FFFFFF6A,00B2,FFFFFFF6 
04BF,FFFFFF49,068B,0085,FFFFFDEE,003D,FFFFFF74,00B4,FFFFFFF4 
04D0,FFFFFF44,0686,005E,FFFFFDD8,0048,FFFFFF6E,00BC,FFFFFFFE 
04E7,FFFFFF4E,0676,0018,FFFFFDBF,0050,FFFFFF6F,00B1,FFFFFFFB 
04F0,FFFFFF5A,065A,FFFFFFCE,FFFFFDB9,0057,FFFFFF71,00B1,0003 
04E0,FFFFFF30,0656,FFFFFF6F,FFFFFDAB,0050,FFFFFF6C,00B0,0004 
04DF,FFFFFF43,063D,FFFFFEF9,FFFFFD7F,004C,FFFFFF72,00A6,FFFFFFFE 
04D7,FFFFFF5B,0618,FFFFFEAC,FFFFFD56,0050,FFFFFF75,00A9,0005 
04C8,FFFFFF62,0600,FFFFFEC6,FFFFFD2B,004F,FFFFFF73,00AB,0001 
04D9,FFFFFF57,0608,FFFFFEFF,FFFFFCE2,0049,FFFFFF70,00AE,000E 
04FA,FFFFFF5D,060E,FFFFFF27,FFFFFCB1,0052,FFFFFF7B,00A7,0007 
0509,FFFFFF4D,05F1,FFFFFF60,FFFFFCB2,0066,FFFFFF6F,00A1,0009 
0523,FFFFFF53,05C4,FFFFFFA6,FFFFFCCE,006E,FFFFFF70,00A8,0010 
054C,FFFFFF50,05B6,0012,FFFFFCFE,005F,FFFFFF72,009C,000C 
0565,FFFFFF3F,05BE,003D,FFFFFD29,0050,FFFFFF6E,009C,000C 
057B,FFFFFF3A,05CB,0050,FFFFFD52,0042,FFFFFF74,00A0,000E 
0587,FFFFFF3C,05DB,0042,FFFFFD60,0038,FFFFFF7A,009A,0010 
0598,FFFFFF37,05FD,000F,FFFFFD46,0034,FFFFFF71,0093,000F 
059E,FFFFFF3B,0600,FFFFFF9E,FFFFFD17,0042,FFFFFF6E,009A,0018 
05A5,FFFFFF46,05E7,FFFFFF1D,FFFFFCD9,005B,FFFFFF72,0096,0012 
05A2,FFFFFF47,05C4,FFFFFE95,FFFFFC90,0075,FFFFFF73,0097,0017 
059B,FFFFFF4F,058B,FFFFFE56,FFFFFC6A,0088,FFFFFF77,0087,0015 
0598,FFFFFF55,0568,FFFFFE94,FFFFFC52,0080,FFFFFF7A,0092,0010 
05B0,FFFFFF48,055D,FFFFFEAC,FFFFFC43,008D,FFFFFF76,0090,001E 
05E4,FFFFFF26,0563,FFFFFEA8,FFFFFC3A,009D,FFFFFF7D,008F,001F 
0607,FFFFFF09,056D,FFFFFE82,FFFFFC44,00A8,FFFFFF78,008A,001A 
060B,FFFFFF02,056E,FFFFFE49,FFFFFC46,00B0,FFFFFF77,008B,001F 
05FD,FFFFFF04,055E,FFFFFE00,FFFFFC2E,00C2,FFFFFF73,0083,0027 
05E7,FFFFFF10,053E,FFFFFDD6,FFFFFC0F,00E0,FFFFFF7D,0081,002D 
05E6,FFFFFF14,051B,FFFFFDDD,FFFFFBE4,00FA,FFFFFF75,0079,001B 
05F8,FFFFFF06,04FC,FFFFFDEF,FFFFFBA8,010A,FFFFFF81,0077,0029 
0606,FFFFFEF7,04D1,FFFFFE0A,FFFFFB8B,0114,FFFFFF7E,0076,002C 
061D,FFFFFEEC,048F,FFFFFE37,FFFFFB8A,0116,FFFFFF7D,0077,0025 
0641,FFFFFEDA,0469,FFFFFE73,FFFFFB8E,00FA,FFFFFF82,006C,0030 
0667,FFFFFEC8,045B,FFFFFEB3,FFFFFBA2,00CE,FFFFFF84,0068,002A 
069E,FFFFFEAA,046F,FFFFFEE3,FFFFFBC1,00A0,FFFFFF7F,006F,002D 
06D2,FFFFFE89,0485,FFFFFED0,FFFFFBEF,0085,FFFFFF84,0066,0030 
06E1,FFFFFE7A,0489,FFFFFE56,FFFFFC21,0084,FFFFFF89,0067,0031 
06C2,FFFFFE8E,0474,FFFFFDD2,FFFFFC58,0096,FFFFFF8E,005E,002E 
0686,FFFFFEB6,0450,FFFFFD67,FFFFFC63,00B4,FFFFFF84,0060,0036 
0639,FFFFFEE2,0420,FFFFFD29,FFFFFC25,00D7,FFFFFF8B,005D,0035 
061A,FFFFFEF3,03ED,FFFFFD4F,FFFFFBC5,0105,FFFFFF91,005D,0035 
0632,FFFFFED9,03BC,FFFFFDC3,FFFFFB84,0129,FFFFFF8A,0052,0034 
0660,FFFFFEB8,03A3,FFFFFE6B,FFFFFB6F,013D,FFFFFF89,0055,0039 
06A5,FFFFFE8C,0391,FFFFFEFE,FFFFFB78,014A,FFFFFF92,0050,0038 
06EF,FFFFFE50,039F,FFFFFF3C,FFFFFBA0,014F,FFFFFF8D,004D,0041 
0714,FFFFFE38,03B0,FFFFFF2C,FFFFFBD1,0152,FFFFFF8D,004B,003D 
071C,FFFFFE39,03A0,FFFFFF10,FFFFFBF6,014E,FFFFFF8A,0042,003C 
071A,FFFFFE3F,038F,FFFFFEF6,FFFFFBF6,013E,FFFFFF99,0045,003F 
071F,FFFFFE33,0392,FFFFFECE,FFFFFBD3,0131,FFFFFF93,0047,003F 
0713,FFFFFE3D,0379,FFFFFE71,FFFFFB97,012F,FFFFFF90,003C,0042 
071A,FFFFFE2D,0358,FFFFFE1E,FFFFFB4D,012E,FFFFFF91,003B,0041 
0729,FFFFFE1D,033F,FFFFFDEC,FFFFFB1E,0126,FFFFFF93,0035,003F 
0727,FFFFFDF7,0348,FFFFFDDA,FFFFFAFD,0126,FFFFFF93,002B,0039 
0727,FFFFFE01,0327,FFFFFDCC,FFFFFAEB,0141,FFFFFF95,002D,003F 
070C,FFFFFE21,02E5,FFFFFDBB,FFFFFAC9,0169,FFFFFF9D,0033,0043 
071C,FFFFFE23,029F,FFFFFDC9,FFFFFAB0,0189,FFFFFFA1,0023,0043 
0761,FFFFFDF6,0283,FFFFFE04,FFFFFABD,018D,FFFFFF9D,0023,0045 
079B,FFFFFDC9,0281,FFFFFE36,FFFFFAEE,0184,FFFFFFA3,001B,003B 
07A8,FFFFFDBE,0270,FFFFFE24,FFFFFB24,018C,FFFFFFA2,001C,004A 
078D,FFFFFDC8,024C,FFFFFDEB,FFFFFB36,0193,FFFFFFA0,001C,0046 
075C,FFFFFDD6,022B,FFFFFDBF,FFFFFB2B,019C,FFFFFFA5,001D,003F 
0741,FFFFFDDB,0219,FFFFFDB2,FFFFFB04,01AF,FFFFFFA3,0015,004B 
073E,FFFFFDCF,01ED,FFFFFDC8,FFFFFADA,01BC,FFFFFF9C,000E,004A 
0751,FFFFFDB7,01C9,FFFFFDDD,FFFFFAC0,01BF,FFFFFFAA,000C,0046 
077A,FFFFFD9F,013F,FFFFFDBF,FFFFFAAA,01B1,FFFFFFA9,0003,003F 
0772,FFFFFD9A,016F,FFFFFD6F,FFFFFAA1,0187,FFFFFFA7,0005,003D 
0786,FFFFFD88,016C,FFFFFDB4,FFFFFAA3,0157,FFFFFFA8,0000,0046 
0779,FFFFFD83,0146,FFFFFD64,FFFFFA7D,0147,FFFFFFB1,FFFFFFFB,0045 
0766,FFFFFD7D,0120,FFFFFD4C,FFFFFA6A,013F,FFFFFFAC,FFFFFFF2,0042 
075D,FFFFFD7A,00FD,FFFFFD54,FFFFFA6D,0157,FFFFFFB3,FFFFFFF1,0045 
075B,FFFFFD7B,00D8,FFFFFD49,FFFFFA65,017C,FFFFFFAE,FFFFFFE6,0046 
0749,FFFFFD8D,00B8,FFFFFD48,FFFFFA5F,0187,FFFFFFAF,FFFFFFED,0047 
073F,FFFFFD8F,008F,FFFFFD48,FFFFFA3B,0172,FFFFFFB3,FFFFFFEB,0043 
073E,FFFFFD7F,006C,FFFFFD4F,FFFFFA0C,016D,FFFFFFBC,FFFFFFE4,0040 
0740,FFFFFD78,003A,FFFFFD46,FFFFF9DC,017A,FFFFFFBA,FFFFFFDE,003C 
072C,FFFFFD6C,000A,FFFFFD47,FFFFF9AA,0188,FFFFFFB7,FFFFFFDB,0035 
0707,FFFFFD79,FFFFFFD4,FFFFFD7A,FFFFF97C,019B,FFFFFFBE,FFFFFFE0,0030 
06E6,FFFFFD7D,FFFFFFAC,FFFFFDBA,FFFFF942,01B2,FFFFFFC1,FFFFFFD1,0035 
06D6,FFFFFD7D,FFFFFF9B,FFFFFE03,FFFFF922,01CF,FFFFFFCC,FFFFFFCA,0036 
06D9,FFFFFD78,FFFFFFA1,FFFFFE7C,FFFFF919,01D1,FFFFFFC1,FFFFFFC9,0029 
06EA,FFFFFD60,FFFFFFA3,FFFFFF1E,FFFFF90B,01C4,FFFFFFC0,FFFFFFC4,0024 
0700,FFFFFD20,FFFFFF7D,FFFFFF95,FFFFF8F8,01D7,FFFFFFBE,FFFFFFC2,002C 
0729,FFFFFCCE,FFFFFF2C,FFFFFF93,FFFFF8F9,01FC,FFFFFFC0,FFFFFFC0,002E 
073E,FFFFFC9E,FFFFFECE,FFFFFF69,FFFFF929,021D,FFFFFFC2,FFFFFFB8,0032 
0743,FFFFFC80,FFFFFE84,FFFFFF31,FFFFF970,0237,FFFFFFBE,FFFFFFB0,002E 
